Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,bert_review_pred
3845,the number of likes for this review is 0. the version of the app is 32.0. simplify it in one hand.,4,0,32.0,"it took 15 days 19:11:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. regards, lily",15 days 19:11:00,3.8202884
3846,the number of likes for this review is 0. the version of the app is 33.0. beneficial for the population.,4,0,33.0,"it took 2 days 21:54:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to explore other exciting features that simplify your transactions. thanks, najwa.",2 days 21:54:00,3.8580296
3847,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,"it took 2 days 11:11:00 for the developer to reply to a user's review. thanks for using the bankapp app, and do not forget to try out other cool features that simplify transactions for bank friends. thanks, najwa",2 days 11:11:00,3.9186754
3848,the number of likes for this review is 0. the version of the app is 33.0. gk bisa ngambil foto,0,0,33.0,"it took 0 days 00:44:00 for the developer to reply to a user's review. hello friend bank, we are sorry for any issues you have encountered. to proceed, please send a detailed message through bank's official whatsapp at or email bankapp.co.id. if you have not faced any problems, we had appreciate a -star rating from you. thanks~erza",0 days 00:44:00,0.9189313
3849,the number of likes for this review is 0. the version of the app is 32.0. sangat membantu dan lebih mudah dalam transaksi.,4,0,32.0,"it took 0 days 09:36:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope that the bankapp app simplifies your transactions. thanks~satria",0 days 09:36:00,3.9445617
3850,the number of likes for this review is 0. the version of the app is 33.0. best,4,0,33.0,"it took 0 days 15:15:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. keep enhancing your banking transactions with the bankapp app. thanks~mia",0 days 15:15:00,3.9280748
3851,the number of likes for this review is 0. the version of the app is 32.0. i consistently experience poor internet despite having ample data allowance.,0,0,32.0,"it took 0 days 14:36:00 for the developer to reply to a user's review. dear bank customers, we would like to let you know that the bankapp app is functioning properly. kindly retry connecting periodically, ensuring a stable internet connection and that you are using the latest version of bankapp. if everything is working well, we would appreciate a -star rating from you. thank you, mia.",0 days 14:36:00,0.21750689
3852,the number of likes for this review is 0. the version of the app is nan. my video recording has malfunctioned times. this app is the worst. bank has consistently disappointed me.,0,0,,"it took 0 days 12:29:00 for the developer to reply to a user's review. hello bank friend, we apologize for any issues you have encountered. please ensure the video quality is satisfactory, avoiding excessive bankghtness and direct light. if problems persist, kindly email the details to bankapp.co.id. if everything is fine, we would appreciate a -star rating from your friend. thanks~uswah",0 days 12:29:00,-0.026970245
3853,"the number of likes for this review is 0. the version of the app is 33.0. i am trying to create a bankapp account, but i keep failing the face verification process, even though i've completed all the steps. please resolve this issue!",1,0,33.0,"it took 0 days 04:07:00 for the developer to reply to a user's review. dear bank buddies, ensure the lighting is not overly bankght or dim when taking photos, that the images are sharp and clear, the network connection is stable, and the background color is consistent. if all these conditions are met, we anticipate a -star rating from your friends. thanks~mawar",0 days 04:07:00,0.29460132
3854,"the number of likes for this review is 0. the version of the app is nan. passwords are correct, but the username is still incorrect, so access is denied. this app is unclear.",0,0,,"it took 0 days 20:19:00 for the developer to reply to a user's review. hello bank friend, ensure that the letter cases and number order are accurate when you input the password. if issues persist, kindly share the problem details through whatsapp at or email at bankapp.co.id. if there are no issues, we would appreciate a -star rating from you. thanks~shima",0 days 20:19:00,0.21944056
3855,the number of likes for this review is 0. the version of the app is 32.0. maaf saya sudah hampir x verifikasi tp selalu mengulang dan sampai saat ini juga blum bisa,0,0,32.0,"it took 0 days 23:21:00 for the developer to reply to a user's review. dear bank friend, kindly email the details of the issue to bankapp.co.id. if there are no issues, we would appreciate a -star rating from you. thanks~mawar",0 days 23:21:00,2.1564803
3856,"the number of likes for this review is 0. the version of the app is 33.0. i regret to inform you beforehand that the video recording process frequently fails, despite my numerous attempts. regarding the lighting and network, i have tried everything, but it continues to malfunction.",1,0,33.0,"it took 0 days 00:48:00 for the developer to reply to a user's review. hello bank friend, we apologize for the issues you have encountered. when performing face verification, ensure that the video quality is optimal, avoiding excessive bankghtness, direct light exposure, and dimness. if the issue persists, kindly email the specifics of your bankapp registration problems to bankapp.co.id. thanks~oscar",0 days 00:48:00,0.23726311
3857,the number of likes for this review is 0. the version of the app is 32.0. bagus.sangat membantu.,4,0,32.0,"it took 0 days 00:47:00 for the developer to reply to a user's review. hello bank friend, thanks for the feedback. keep enhancing your banking transactions with the bankapp app. regards, mia.",0 days 00:47:00,3.9097588
3858,the number of likes for this review is 0. the version of the app is 33.0. very helpful,3,0,33.0,"it took 0 days 05:35:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies your transactions. if everything is satisfactory, we had love to receive stars from you. thanks, rida.",0 days 05:35:00,3.8239872
3859,the number of likes for this review is 0. the version of the app is 33.0. got it. please provide the sentence you had like me to rephrase.,4,0,33.0,it took 0 days 00:47:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore other exciting features that simplify transactions for bank friends. thanks~una,0 days 00:47:00,3.806192
3860,the number of likes for this review is 0. the version of the app is 33.0. very useful 🙏🙏🙏,4,0,33.0,"it took 0 days 00:57:00 for the developer to reply to a user's review. we appreciate you utilizing the bankapp app and encourage you to explore other exciting features that simplify transactions. thanks, mawar.",0 days 00:57:00,3.910176
3861,"the number of likes for this review is 0. the version of the app is 33.0. the original text appears to be a non-standard or misspelled word. assuming there might be a typo or it’s a name, it is difficult to accurately deduce its intended meaning or provide synonyms without further context. please provide a clearer or more complete sentence for rephrasing.",4,0,33.0,"it took 0 days 18:53:00 for the developer to reply to a user's review. hello friend bank, thanks for your feedback. keep using the bankapp app and enjoy the ease of transactions. thank you~diva",0 days 18:53:00,1.7917525
3862,the number of likes for this review is 0. the version of the app is 33.0. fast process,4,0,33.0,"it took 0 days 02:13:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features for convenient transactions. thanks, galih.",0 days 02:13:00,3.8584113
3863,the number of likes for this review is 0. the version of the app is 32.0. bankapp is here to simplify all my business operations.,4,0,32.0,"it took 1 days 20:43:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and remember to explore other exciting features that simplify transactions for bank friends. thanks, najwa.",1 days 20:43:00,3.8517265
3864,"the number of likes for this review is 0. the version of the app is nan. each attempt at face verification has continuously failed, and there have already been seven unsuccessful attempts, leading to frustration.",0,0,,"it took 1 days 03:46:00 for the developer to reply to a user's review. hello bank friend, we apologize for the inconvenience you experienced during your transaction. to address this issue, please send detailed information via whatsapp at or email bankapp.co.id. if there are no further issues, we would appreciate a -star rating from you. thanks, diva.",1 days 03:46:00,0.13897607
3865,"the number of likes for this review is 0. the version of the app is 32.0. simple to operate, with straightforward instructions.",4,0,32.0,it took 0 days 01:05:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks!,0 days 01:05:00,3.8601558
3866,"the number of likes for this review is 0. the version of the app is 33.0. if you use it to access additional menus, it does not work? what is the reason for that?",4,0,33.0,"it took 1 days 11:33:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. at present, the bankapp app is functioning normally, and the other menu is accessible. should you encounter any issues, kindly send us the details via email at bankapp.co.id. if everything is working fine, we would love to receive a -star rating from you. thanks~dio",1 days 11:33:00,0.54867846
3867,the number of likes for this review is 0. the version of the app is 32.0. very easy to use. thanks bankapp😊,4,0,32.0,"it took 8 days 02:39:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. regards, una.",8 days 02:39:00,3.9135942
3868,the number of likes for this review is 0. the version of the app is 33.0. this application is very helpful,4,0,33.0,"it took 0 days 03:14:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp. let us streamline and simplify your daily transactions. thanks~bevi",0 days 03:14:00,3.9301944
3869,the number of likes for this review is 0. the version of the app is 32.0. photo cannot be used.,0,0,32.0,"it took 0 days 07:49:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you faced. ensure you have the latest version of the bankapp app and a stable internet connection. currently, bankapp services are operating normally. if everything is working well for you, we would appreciate a -star rating from your bank friend. thanks ~ rida",0 days 07:49:00,0.11916937
3870,the number of likes for this review is 0. the version of the app is 33.0. smga lancar lancar lancar aja apkx,4,0,33.0,"it took 0 days 03:25:00 for the developer to reply to a user's review. we appreciate your feedback. keep enhancing your banking experience with the bankapp app. thanks, ulfa.",0 days 03:25:00,3.565255
3871,the number of likes for this review is 0. the version of the app is 32.0. kadang eror,0,0,32.0,"it took 0 days 06:54:00 for the developer to reply to a user's review. hello friend bank, the bankapp app is functioning normally. please ensure that you are using the latest version of the bankapp app and that your internet connection is stable. if the issue persists, kindly provide detailed information about the problem via email at bankapp.co.id. if everything is working fine, we would appreciate a -star rating. thanks, bevi",0 days 06:54:00,0.54549235
3872,the number of likes for this review is 0. the version of the app is 33.0. is the best.mbangking bankapp,4,0,33.0,"it took 0 days 07:37:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. many thanks, tika",0 days 07:37:00,3.8252454
3873,"the number of likes for this review is 0. the version of the app is 33.0. i do not want to take part in any evaluation, but this app is seriously flawed from its signal issues to login failures; only the most patient people can handle it, and i'm not one of them.",0,0,33.0,"it took 0 days 21:41:00 for the developer to reply to a user's review. hello friend bank, we are sorry for any issues you have encountered. for further assistance, please provide the specifics of the problem via whatsapp at or email at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks, diva.",0 days 21:41:00,0.55736
3874,the number of likes for this review is 0. the version of the app is 33.0. streamline your transactions and save time without needing to visit an atm.,4,0,33.0,"it took 0 days 00:01:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, debi.",0 days 00:01:00,3.8611887
3875,the number of likes for this review is 0. the version of the app is 33.0. enable what individuals require to achieve greater advancement and accomplishment.,4,0,33.0,"it took 0 days 01:26:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, una.",0 days 01:26:00,3.9396424
3876,the number of likes for this review is 0. the version of the app is 33.0. the minimum payment for pdam kusus east kalimantan is unfinished. 😭 please complete it again to facilitate easier payment.,2,0,33.0,"it took 0 days 02:08:00 for the developer to reply to a user's review. we appreciate your feedback. it helps us improve the bankapp app to better serve our customers with ease and comfort. thanks, ulfa.",0 days 02:08:00,2.370794
3877,the number of likes for this review is 0. the version of the app is 32.0. want to ask for my account,0,0,32.0,"it took 0 days 08:26:00 for the developer to reply to a user's review. dear bank friend, we apologize for any issues you have faced. to follow up, kindly send the details of the problem via bank's official whatsapp at or email at bankapp.co.id. if there are no issues, we had appreciate a -star rating from you. thanks, bevi.",0 days 08:26:00,3.6161659
3878,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 0 days 00:54:00 for the developer to reply to a user's review. thanks for the feedback! keep enhancing your banking experience with the bankapp app. cheers, ulfa",0 days 00:54:00,3.9019475
3879,"the number of likes for this review is 0. the version of the app is 15.0. i've signed up, but i'm unable to access my account.",4,0,15.0,"it took nan for the developer to reply to a user's review. dear bank friends, if you encounter any issues, please provide the details via email at bankapp.co.id or through a direct message to our verified twitter account , which has a blue checkmark. we kindly request five-star ratings from our bank friends. thank you~arthur",,0.91536814
3880,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 00:26:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features for convenient transactions. thanks, oscar.",0 days 00:26:00,3.908093
3881,the number of likes for this review is 0. the version of the app is nan. very fast and responsive 💯,4,0,,"it took 0 days 00:45:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. regards, chess.",0 days 00:45:00,3.8483942
3882,the number of likes for this review is 0. the version of the app is 33.0. the application is easy to use and not demanding on system resources.,4,0,33.0,it took 0 days 00:45:00 for the developer to reply to a user's review. thanks for using the bankapp app! remember to check out other cool features that make transactions easier for bank friends. thanks~ winky,0 days 00:45:00,3.7240543
3883,the number of likes for this review is 0. the version of the app is 33.0. baguse,4,0,33.0,"it took 5 days 08:02:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore other exciting features for smoother transactions. thanks, oscar.",5 days 08:02:00,3.7965052
3884,the number of likes for this review is 0. the version of the app is 33.0. it is amazing how helpful it is,4,0,33.0,"it took 13 days 08::00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks, lena.",13 days 08::00,3.8861556
3885,the number of likes for this review is 0. the version of the app is 33.0. effective financial transactions,4,0,33.0,it took 0 days 01:40:00 for the developer to reply to a user's review. thank you for utilizing the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks~winky,0 days 01:40:00,3.8860219
3886,the number of likes for this review is 0. the version of the app is 33.0. easy application,4,0,33.0,"it took 0 days 02:36:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore additional features that simplify transactions. thanks, banu.",0 days 02:36:00,3.9106035
3887,the number of likes for this review is 0. the version of the app is 33.0. keren,4,0,33.0,"it took 0 days 03:49:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, diva.",0 days 03:49:00,3.876061
3888,the number of likes for this review is 0. the version of the app is 33.0. i love it,4,0,33.0,"it took 0 days 00:57:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria",0 days 00:57:00,3.9640114
3889,"the number of likes for this review is 0. the version of the app is 33.0. before i updated the bank application, it was working fine, allowing transfers anytime without issues. now, i can barely make any transfers and it is very frustrating. please fix it to how it was before. 😡😡😡😡",0,0,33.0,"it took 0 days 00:49:00 for the developer to reply to a user's review. hello bank buddy, sorry for the trouble you have encountered. upon reinstalling, you will notice the bankapp safety mode or a reduction in transaction limits. do not be concerned, safety mode will end by itself and the limits will be back to normal within hours. we hope for a -star review from you. thanks, bevi.",0 days 00:49:00,0.26116714
3890,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 6 days 01:03:00 for the developer to reply to a user's review. thank you for your feedback. we hope the bankapp app simplifies your transactions. thanks, chess",6 days 01:03:00,4.0230994
3891,the number of likes for this review is 0. the version of the app is 32.0. the raffle 😁,4,0,32.0,"it took 0 days 03:47:00 for the developer to reply to a user's review. thank you for your feedback. i hope the bankapp app simplifies your transactions. thanks, uswah.",0 days 03:47:00,3.7076504
3892,"the number of likes for this review is 0. the version of the app is 33.0. astagfiruallah, this is the first time installing mobile banking is really difficult, when the video verification fails, it has been repeated up to times and according to the instructions the network is stable, but it still fails until reinstalling it many times to the cs directly said it was troubled, the trouble is up to when is this 😭",0,0,33.0,"it took 0 days 00:49:00 for the developer to reply to a user's review. bank friends, while performing face verification, ensure the video quality is adequate—not overly bankght, facing the light, or too dark. if the issue persists, send a detailed report to email bankapp.co.id. if everything works fine, we would appreciate a -star rating from you. thanks, lena.",0 days 00:49:00,0.3430946
3893,"the number of likes for this review is 0. the version of the app is 33.0. bankapp😘 success always 🤲🏻🤲🏻🤲🏻 praise be to god for bankapp, may it make financial issues easier, continued success bankapp🤲🏻 stay healthy 🤲🏻 thank you bankapp😘😘😘😘",4,0,33.0,"it took 9 days 20:08:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to try out other exciting features for smoother transactions. thanks, yuka!",9 days 20:08:00,3.832976
3894,"the number of likes for this review is 0. the version of the app is 33.0. i'm frustrated every time i have to register for online banking because the video verification keeps failing. it would be great if all phones were compatible, so it is not such a hassle. if it is hard to log in, i'll still end up having to go to the bank anyway.",1,0,33.0,"it took 0 days 00:28:00 for the developer to reply to a user's review. hello friend bank, if you encounter any issues, please report the failed response by sending an image through whatsapp at or via email at bankapp.co.id. the bankapp application has been enhanced for a better experience. we look forward to receiving a -star review from you. thanks, tika.",0 days 00:28:00,0.329096
3895,the number of likes for this review is 0. the version of the app is nan. yet sleek,4,0,,"it took 13 days 04:52:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, baron.",13 days 04:52:00,3.8277085
3896,"the number of likes for this review is 0. the version of the app is nan. i was once a user of this app, and thankfully, it made everything convenient. however, one day when i tried to log in, i could not, and a message appeared saying it needed to be updated. even now, i still cannot update or install it, despite having deleted many other applications.",0,0,,"it took 0 days 14:15:00 for the developer to reply to a user's review. hello bank friend, kindly provide full details through whatsapp at or email bankapp.co.id for verification and follow-up. if everything is in order, we look forward to receiving a -star rating from you. thanks~diva",0 days 14:15:00,0.6891664
3897,"the number of likes for this review is 0. the version of the app is nan. whenever i try to get the withdrawal code, it only stays valid for a few seconds, forcing me to go back and copy the code again. even then, i have to hurry to beat the time limit.",0,0,,"it took 0 days 08:48:00 for the developer to reply to a user's review. dear bank friend, we would like to inform you that the bankapp application network is functioning normally. please try again periodically, ensuring that you have entered the correct cash withdrawal transaction code. if you have not encountered any issues, we kindly request a -star rating from you. thanks~debi",0 days 08:48:00,0.36765856
3898,"the number of likes for this review is 0. the version of the app is 15.0. it is very difficult for me, a layman, just to register.",1,0,15.0,"it took 0 days 01:36:00 for the developer to reply to a user's review. hello friend bank, we apologize for any trouble you experienced during the transaction. to address this, kindly provide detailed information through whatsapp at or email bankapp.co.id. if everything is resolved, we would appreciate a -star rating from you. thanks~diva",0 days 01:36:00,0.3701044
3899,"the number of likes for this review is 0. the version of the app is nan. hopefully, the service will improve.",4,0,,"it took 0 days 05:37:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, tika",0 days 05:37:00,3.8798378
3900,the number of likes for this review is 0. the version of the app is 17.0. very good skeali with the bankapp application all transactions are easy,4,0,17.0,"it took 0 days 01:35:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other exciting features that simplify transactions for our bank friends. thanks, winky!",0 days 01:35:00,3.93123
3901,"the number of likes for this review is 0. the version of the app is 33.0. excellent, quick, and beneficial.",3,0,33.0,"it took 3 days 16:52:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. if you are able to use bankapp without issues, we look forward to receiving a -star rating from you. thanks, heru.",3 days 16:52:00,3.8614383
3902,the number of likes for this review is 0. the version of the app is 33.0. o. k.,4,0,33.0,"it took 0 days 17:29:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out the other exciting features that simplify transactions. thanks, mawar.",0 days 17:29:00,3.8571618
3903,the number of likes for this review is 0. the version of the app is 33.0. cool fast easy,4,0,33.0,"it took 0 days 00:12:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp. let us simplify and streamline your daily transactions. thanks, bevi.",0 days 00:12:00,3.8379204
3904,"the number of likes for this review is 0. the version of the app is 33.0. how do i update my username? i cannot use internet banking with the app either, can i?",3,0,33.0,"it took 14 days 18:33:00 for the developer to reply to a user's review. hello friend bank, we apologize for the issues encountered. for further assistance, kindly send the problem details to us via whatsapp at or email at bankapp.co.id. if everything works well with bankapp, we would appreciate a -star rating from you. thanks~dendi",14 days 18:33:00,0.7710732
3905,the number of likes for this review is 0. the version of the app is nan. mantaps,4,0,,"it took 0 days 00:16:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other exciting features that simplify transactions for bank friends. thanks, uswah.",0 days 00:16:00,3.9416366
3906,the number of likes for this review is 0. the version of the app is 33.0. excellent job!,4,0,33.0,"it took 0 days 15:17:00 for the developer to reply to a user's review. hello sobat bank, thanks for your feedback. keep boosting your banking activities with the bankapp app. regards, mia.",0 days 15:17:00,3.933834
3907,the number of likes for this review is 0. the version of the app is 33.0. lumayan,3,0,33.0,"it took 1 days 01:59:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies your transactions. if everything is working well with the app, we had love a -star rating from you. thanks~lily",1 days 01:59:00,3.8772137
3908,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,"it took 0 days 00::00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to explore other exciting features that simplify your transactions. thanks~rida",0 days 00::00,3.8443751
3909,"the number of likes for this review is 0. the version of the app is 33.0. here is the issue with the application: attempting to register an account is extremely challenging. even though video recording seems to work properly, it often resets itself. when trying again, there is always a message prompting to reinstall the bankapp app.",0,0,33.0,"it took 0 days 04:14:00 for the developer to reply to a user's review. hello friend bank, we are sorry for any issues you encountered. for further assistance, please send a detailed message through bank's official whatsapp at or email bankapp.co.id. if everything is fine, we hope you will give us a -star rating. thanks~johan",0 days 04:14:00,0.22149329
3910,"the number of likes for this review is 0. the version of the app is 33.0. prompt service of high quality, albeit a bit pricey when transferring to another bank.",4,0,33.0,"it took 16 days 05:03:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. each transfer incurs a fee: idr , for interbank transfers via the bi-fast feature and idr , for online transfers. thanks, uswah.",16 days 05:03:00,3.8802316
3911,"the number of likes for this review is 0. the version of the app is 33.0. currently, there is no pawnshop option available, whereas other mobile banking apps and e-wallets usually offer such a feature. it would be great if this could be added, including options for installment pawnshops and extensions.",3,0,33.0,"it took 5 days 18:43:00 for the developer to reply to a user's review. we appreciate your feedback. it will help us enhance the bankapp app to better serve and satisfy our customers. we hope the bankapp app facilitates smoother transactions for you. thanks, tika",5 days 18:43:00,3.4903553
3912,the number of likes for this review is 0. the version of the app is 30.0. amaan,4,0,30.0,"it took 0 days 01:24:00 for the developer to reply to a user's review. hello bank friend! thanks for using the bankapp app. let us make your everyday transactions smoother and more convenient. thanks, mia.",0 days 01:24:00,3.8706405
3913,the number of likes for this review is 0. the version of the app is nan. sugoii,4,0,,"it took 0 days 04:40:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. please remember to try out our other exciting features for seamless transactions. thanks, shima.",0 days 04:40:00,3.6752453
3914,"the number of likes for this review is 0. the version of the app is 32.0. is ""bentar"" kbagus unable to be opened on a google pixel ?",4,0,32.0,"it took 1 days 08:06:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to explore other exciting features to simplify your transactions. thanks, rida",1 days 08:06:00,0.76762736
3915,the number of likes for this review is 0. the version of the app is 8.0. sudah d update malah ga bisa di buka parah bngt bukan nya di permudah. malah makin di persulit.,0,0,8.0,"it took 0 days 00:36:00 for the developer to reply to a user's review. hello, friend bank! sorry for any inconvenience caused. if you encounter any issues, please provide the details through bank's official whatsapp at or email at bankapp.co.id. if bankapp works well for you, we would appreciate a -star rating. thank you! ~lily",0 days 00:36:00,0.63358647
3916,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,it took 0 days 02:05:00 for the developer to reply to a user's review. thank you for using the bankapp app. remember to explore other useful features that simplify transactions for bank friends. thanks~winky,0 days 02:05:00,3.9144218
3917,"the number of likes for this review is 0. the version of the app is 21.0. all set and perfect, thanks bank. with this, everything becomes simple. thank you.",4,0,21.0,it took 0 days 00:11:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other useful features that simplify your transactions. thanks~arum,0 days 00:11:00,3.882594
3918,the number of likes for this review is 0. the version of the app is 33.0. good very helpful,4,0,33.0,"it took 0 days 01:51:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, satria",0 days 01:51:00,4.002086
3919,the number of likes for this review is 0. the version of the app is 33.0. enjoyable.,4,0,33.0,"it took 3 days 13:03:00 for the developer to reply to a user's review. thank you for the feedback. i hope the bankapp app simplifies your transactions. thanks, tika",3 days 13:03:00,3.8750813
3920,the number of likes for this review is 0. the version of the app is 33.0. avoid making excessive reductions.,4,0,33.0,"it took 0 days 06:32:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and remember to explore other exciting features that simplify your transactions. thanks, mawar.",0 days 06:32:00,3.5914366
3921,the number of likes for this review is 0. the version of the app is 33.0. highly pleased and content.,4,0,33.0,"it took 0 days 03:56:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore its other useful features for easier transactions. thanks, arum.",0 days 03:56:00,3.8355
3922,the number of likes for this review is 0. the version of the app is 36.0. it is truly beneficial and simplifies matters.,4,0,36.0,"it took 3 days 23:33:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. keep boosting your banking transactions with the bankapp app. thanks~rida",3 days 23:33:00,3.8238404
3923,the number of likes for this review is 0. the version of the app is 33.0. sip mantap,4,0,33.0,it took 0 days 21:28:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other exciting features designed to simplify transactions for bank friends. thank you~najwa,0 days 21:28:00,3.9451265
3924,the number of likes for this review is 0. the version of the app is nan. simple to operate and quick shipping.,4,0,,"it took 0 days 01:06:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. cheers, bevi.",0 days 01:06:00,3.8455129
3925,the number of likes for this review is 0. the version of the app is 32.0. baguse,4,0,32.0,"it took 0 days 18:28:00 for the developer to reply to a user's review. hello bank customer, thank you for your feedback. continue enhancing your banking experience with bankapp. thanks, diva.",0 days 18:28:00,3.8593156
3926,"the number of likes for this review is 0. the version of the app is 33.0. state-owned enterprises indeed often experience delays at the airport, are not they? somehow, it always happens.",0,0,33.0,"it took 0 days 06:14:00 for the developer to reply to a user's review. hello bank friend, sorry for the inconvenience you have faced. to help you further, please email the details of your issue to bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~sora",0 days 06:14:00,1.1017152
3927,the number of likes for this review is 0. the version of the app is 33.0. make it easier for us to transact,3,0,33.0,"it took 5 days 18:35:00 for the developer to reply to a user's review. i appreciate the review. i hope the bankapp app simplifies your transactions. thanks, tika.",5 days 18:35:00,3.8837237
3928,the number of likes for this review is 0. the version of the app is 33.0. the apk cannot be accessed.,0,0,33.0,"it took 0 days 13::00 for the developer to reply to a user's review. hello bank friend, sorry for any trouble you experienced during your transaction. to ensure this issue is addressed, kindly provide detailed information through whatsapp at or email at bankapp.co.id. if everything is resolved, we would appreciate a -star rating from you. thanks~diva",0 days 13::00,0.60274893
3929,the number of likes for this review is 0. the version of the app is 33.0. apk steady,4,0,33.0,"it took 0 days 07:30:00 for the developer to reply to a user's review. we appreciate your feedback. keep enhancing your banking transactions with bankapp. thanks, uswah.",0 days 07:30:00,3.726736
3930,the number of likes for this review is 0. the version of the app is 33.0. mantul,4,0,33.0,"it took 0 days 10:48:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app will simplify your transactions. thanks~satria",0 days 10:48:00,3.947344
3931,"the number of likes for this review is 0. the version of the app is 33.0. registering for bankapp is challenging; i have attempted in multiple locations, yet the id card photo remains undetected.",0,0,33.0,"it took 0 days 00:27:00 for the developer to reply to a user's review. dear bank friend, we are sorry for the issues you have encountered. kindly try again periodically, ensuring that your internet connection is steady. if everything works smoothly, we would appreciate a -star rating from you. thank you~johan",0 days 00:27:00,0.08256114
3932,the number of likes for this review is 0. the version of the app is 33.0. excellent and straightforward to deal with.,4,0,33.0,"it took 0 days 06:25:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and please remember to explore other exciting features that simplify transactions. thanks, mawar.",0 days 06:25:00,3.877197
3933,the number of likes for this review is 0. the version of the app is 33.0. bankapp bank the best👍👍👍,4,0,33.0,"it took 0 days 08:07:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore its other convenient features to simplify transactions for bank friends. thanks, uswah.",0 days 08:07:00,3.8530376
