Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,deberta_replyContent_pred
5710,the number of likes for this review is 0. the version of the app is 32.0. extremely useful.,4,0,32.0,"it took 0 days 10:50:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. let us streamline and simplify your everyday transactions. thanks~mia",0 days 10:50:00,3.925788
5711,"the number of likes for this review is 0. the version of the app is 3.0. the application is lacking; several features are missing. for instance, you cannot make bpjs health insurance payments or pay fif installments.",4,0,3.0,"it took nan for the developer to reply to a user's review. hello kak, we apologize for the inconvenience. for further assistance, please provide the details of the issue through telegram at or email at bankapp.co.id. thank you~yuka",,3.9583952
5712,the number of likes for this review is 0. the version of the app is 32.0. customer service informed me that my hp is not compatible with the update i was trying to do.,0,0,32.0,"it took 1 days 06:40:00 for the developer to reply to a user's review. hello bank friend, we are letting you know that at the moment, the bankapp app is only compatible with devices that run android or higher. this is something we will address in the future. if you are satisfied, we had appreciate a -star rating from your bank friend. thanks ~ riyo",1 days 06:40:00,1.886829
5713,the number of likes for this review is 0. the version of the app is 32.0. already good,4,0,32.0,"it took 5 days 20:03:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. be sure to explore other intriguing features that simplify your transactions. thanks, lily.",5 days 20:03:00,3.9872606
5714,the number of likes for this review is 0. the version of the app is 33.0. acceptable.,4,0,33.0,"it took 2 days 16:13:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks! ~najwa",2 days 16:13:00,3.9833877
5715,"the number of likes for this review is 0. the version of the app is 33.0. i want to create a bankapp account, but i'm unable to take a photo of my id card. when i press the button to capture the picture, it does not work, and i have to restart the application. it automatically classifies the photo, so it does not proceed. if this issue is fixed, i'll give a -star rating.",0,0,33.0,"it took 0 days 03:49:00 for the developer to reply to a user's review. hello friend bank, we are sorry for the inconvenience. for further assistance, please provide the problem details through whatsapp at or email us at bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks, najwa",0 days 03:49:00,0.19640175
5716,the number of likes for this review is 0. the version of the app is 33.0. success for bankapp bank,4,0,33.0,"it took 1 days 20::00 for the developer to reply to a user's review. dear friend bank, i appreciate the review. i hope the bankapp app simplifies your transactions. thanks, belin",1 days 20::00,3.9423337
5717,"the number of likes for this review is 0. the version of the app is 33.0. consistent and swift transactions, with numerous branches available, fantastic service from bank.",4,0,33.0,"it took 0 days 07:46:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, sammy.",0 days 07:46:00,3.987126
5718,the number of likes for this review is 0. the version of the app is 32.0. easier transaction,4,0,32.0,"it took 0 days 07:01:00 for the developer to reply to a user's review. hello friend bank, i appreciate your feedback. please continue using the bankapp app for convenient transactions. thanks, diva",0 days 07:01:00,3.990293
5719,the number of likes for this review is 0. the version of the app is 33.0. super duper delicious app,4,0,33.0,"it took 0 days 22:26:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. keep using the bankapp app and experience hassle-free transactions. thanks, diva.",0 days 22:26:00,3.9967742
5720,the number of likes for this review is 0. the version of the app is 33.0. all things are simple.,4,0,33.0,"it took 0 days 02:50:00 for the developer to reply to a user's review. thank you for your feedback. i hope the bankapp app simplifies your transactions. thanks, priska.",0 days 02:50:00,3.9627323
5721,the number of likes for this review is 0. the version of the app is nan. easy,4,0,,"it took 2 days 16:26:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app and remind you to explore more exciting features that simplify your transactions. thanks~najwa",2 days 16:26:00,3.9743457
5722,the number of likes for this review is 0. the version of the app is 32.0. the login attempt was unsuccessful despite being correct.,0,0,32.0,"it took 0 days 08:09:00 for the developer to reply to a user's review. dear valued bank customer, we want to let you know that the bankapp application is functioning as expected. please check periodically to ensure your internet connection is stable and the bankapp app is updated to its latest version. if everything works smoothly for you, we would appreciate a -star rating. thank you! ~belin",0 days 08:09:00,0.3219495
5723,the number of likes for this review is 0. the version of the app is nan. my cell phone cannot use it.,0,0,,"it took 0 days 15:29:00 for the developer to reply to a user's review. dear bank friend, please note that the bankapp app network is functioning normally. ensure you are using the latest version, , of the bankapp app. if everything is working fine, we would appreciate a -star rating from you. thanks~belin",0 days 15:29:00,0.29868302
5724,the number of likes for this review is 0. the version of the app is 32.0. why large financial institutions can be infiltrated by internet fraudsters.,0,0,32.0,"it took 0 days 19:30:00 for the developer to reply to a user's review. dear bank friend, successful transactions on the bankapp app require the correct entry of user id, password, pin, and otp/cvc code. please be vigilant in safeguarding your personal data and never share it with anyone else. if you have no issues, we had appreciate a -star rating. thanks~mawar",0 days 19:30:00,1.1309901
5725,the number of likes for this review is 0. the version of the app is 33.0. it is so easy to make a payment through bankapp.,4,0,33.0,"it took 0 days 14:22:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other useful features that simplify transactions. regards, mawar",0 days 14:22:00,3.9948895
5726,the number of likes for this review is 0. the version of the app is 32.0. good enough application,4,0,32.0,it took 0 days 15:55:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore its other exciting features that simplify transactions. thank you! ~mawar,0 days 15:55:00,4.001
5727,the number of likes for this review is 0. the version of the app is 32.0. i am extremely pleased to be a bank customer; this app greatly assists me in conducting digital transactions. thank you.,4,0,32.0,"it took 0 days 03:25:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to try out other exciting features that simplify transactions for bank friends. thanks, rida.",0 days 03:25:00,3.996765
5728,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 0 days 08:16:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore other convenient features for seamless transactions. thanks, mawar.",0 days 08:16:00,3.9909194
5729,the number of likes for this review is 0. the version of the app is 33.0. good,4,0,33.0,"it took 0 days 11:24:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks, winky!",0 days 11:24:00,3.984913
5730,"the number of likes for this review is 0. the version of the app is 33.0. i need to reset my password because i cannot remember it, but i still have not received the sms link since last night. what is going on? how long am i supposed to wait? until they send me the link to change my password, i will continue to give negative feedback.",0,0,33.0,"it took 0 days 00:51:00 for the developer to reply to a user's review. hello bank friend, kindly share all necessary details through whatsapp at or via email at bankapp.co.id for verification and further assistance. if everything is in order, we would appreciate a -star rating from your friend. thanks~diva",0 days 00:51:00,0.07570402
5731,"the number of likes for this review is 0. the version of the app is nan. i would like to know why it keeps repeating each time it is downloaded. since yesterday, i've been trying to resolve it, but the issue persists. can you help me? 🙏",0,0,,"it took 0 days 01:20:00 for the developer to reply to a user's review. hello bank friend, sorry for the issues you have encountered. for further assistance, kindly send the problem details to bankapp.co.id. if everything is running smoothly, we would appreciate a -star rating from you. thanks~una",0 days 01:20:00,0.0717293
5732,the number of likes for this review is 0. the version of the app is 32.0. 🥰🥰,4,0,32.0,"it took 0 days 00:22:00 for the developer to reply to a user's review. hello friend bank, we appreciate you choosing bankapp. let us simplify and ease your everyday transactions. thanks~bevi",0 days 00:22:00,3.9177997
5733,the number of likes for this review is 0. the version of the app is 32.0. extremely useful.,4,0,32.0,"it took 8 days 06:22:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and we hope you will explore other exciting features that simplify transactions. thanks, banu.",8 days 06:22:00,3.9437647
5734,the number of likes for this review is 0. the version of the app is 33.0. that was kind of you.,4,0,33.0,"it took 0 days 00:41:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out other great features for simplified transactions. thanks, galih",0 days 00:41:00,3.997009
5735,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,"it took 0 days 03:30:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions. thanks, mawar.",0 days 03:30:00,3.9930172
5736,"the number of likes for this review is 0. the version of the app is 33.0. . setting up an account is difficult! . errors occur every hours! if you want to test your patience, try using bankapp; it is guaranteed to frustrate you!",0,0,33.0,"it took 0 days 10:20:00 for the developer to reply to a user's review. dear bank user, we want to let you know that the bankapp application network is working fine. kindly try again periodically, ensuring that your internet connection is stable and that you are using the latest version of the bankapp app. if everything works smoothly for you, we would appreciate a -star rating. thanks, bank friend.",0 days 10:20:00,0.22038649
5737,the number of likes for this review is 0. the version of the app is 33.0. very helpful in our business,4,0,33.0,"it took 0 days 05:18:00 for the developer to reply to a user's review. thank you for using the bankapp app, and remember to explore other fascinating features that simplify your transactions. thanks~ lily",0 days 05:18:00,3.9556932
5738,the number of likes for this review is 0. the version of the app is 33.0. why is not my balance showing? is that why i cannot perform any transactions? what happened to my money?,1,0,33.0,"it took 0 days 10:18:00 for the developer to reply to a user's review. dear friend, if you encounter any issues, kindly email the details to bankapp.co.id. if everything is fine, we appreciate a -star rating from you. thanks~mawar",0 days 10:18:00,0.15312862
5739,the number of likes for this review is 0. the version of the app is 33.0. very bagus,4,0,33.0,"it took 13 days 08:42:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and remember to explore other exciting features that simplify transactions for bank friends. thanks~lena",13 days 08:42:00,3.9825046
5740,"the number of likes for this review is 0. the version of the app is 33.0. the original sentence is incomplete; ""zip"" on its own does not provide enough context to understand or rephrase a complete thought. could you please provide the full sentence?",3,0,33.0,"it took 0 days 04:06:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope that the bankapp app simplifies your transactions. thanks, mia.",0 days 04:06:00,3.9964414
5741,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 0 days 00:35:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app will simplify your transactions. thanks, tika.",0 days 00:35:00,3.9797306
5742,the number of likes for this review is 0. the version of the app is 33.0. extremely useful for me.,4,0,33.0,"it took 0 days 22::00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, asri.",0 days 22::00,3.979928
5743,the number of likes for this review is 0. the version of the app is 32.0. very useful,4,0,32.0,"it took 1 days 17:06:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore additional features that simplify transactions for bank friends. thanks, dio.",1 days 17:06:00,3.947608
5744,the number of likes for this review is 0. the version of the app is 25.0. extremely useful.,4,0,25.0,"it took 0 days 02:13:00 for the developer to reply to a user's review. we appreciate your feedback; keep enhancing your banking experience with bankapp. thanks, galih.",0 days 02:13:00,3.9338114
5745,the number of likes for this review is 0. the version of the app is nan. steady simple jaya jaya jaya,4,0,,"it took 0 days 00:19:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies transactions for bank buddies. thanks, sammy.",0 days 00:19:00,3.987651
5746,the number of likes for this review is 0. the version of the app is 33.0. why am i unable to see my account balance?,3,0,33.0,"it took 23 days 12:43:00 for the developer to reply to a user's review. dear bank customer, we are sorry for the inconvenience caused. to assist you further, please provide details of the issue via whatsapp at or email at bankapp.co.id. thank you, arum",23 days 12:43:00,2.8712068
5747,the number of likes for this review is 0. the version of the app is 33.0. semard,4,0,33.0,"it took 2 days 18:45:00 for the developer to reply to a user's review. hello bank customer, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, najwa.",2 days 18:45:00,3.9851618
5748,the number of likes for this review is 0. the version of the app is nan. it hurts to have to ask for an update again even though it is already been updated and i still cannot open it. what is going on?,0,0,,"it took 0 days 02:47:00 for the developer to reply to a user's review. hello, bank customer. we apologize for any inconvenience you may have encountered. should you face any issues, please share the details through bank's official whatsapp at or via email at bankapp.co.id. if everything is working well with bankapp, we would appreciate a -star rating from you. thank you. ~lily",0 days 02:47:00,0.1977336
5749,"the number of likes for this review is 0. the version of the app is 33.0. great app, does not require much walking. thanks, bankapp.",4,0,33.0,"it took 0 days 06:09:00 for the developer to reply to a user's review. thank you for your feedback. we hope the bankapp app simplifies your transactions. thanks, oscar.",0 days 06:09:00,3.9964607
5750,the number of likes for this review is 0. the version of the app is 33.0. real good,4,0,33.0,it took 5 days 08::00 for the developer to reply to a user's review. thank you for the feedback. i hope the bankapp app simplifies your transactions. thanks~una,5 days 08::00,3.9909375
5751,the number of likes for this review is 0. the version of the app is 32.0. gut,4,0,32.0,"it took 0 days 01:25:00 for the developer to reply to a user's review. hello friend bank, thanks for using the bankapp app. let us simplify your everyday transactions. thanks, mia.",0 days 01:25:00,3.9341521
5752,"the number of likes for this review is 0. the version of the app is 33.0. aplikasi sumpah nyebelin, punya q eroro terus gax bisa di pake tarik tunai, pusat bantuan nya juga gax guna sumpah bikin ribet hidup orang, mana mau buat kartu atm malah kata satpamnya udah gax ada kartu nya hedeh sumpah bikin orang gila",0,0,33.0,"it took 0 days 00:39:00 for the developer to reply to a user's review. hello friend bank, sorry for the issues you have encountered. for further assistance, please provide the details through bank's whatsapp service at or email bankapp.co.id. thanks~una",0 days 00:39:00,0.19017741
5753,the number of likes for this review is 0. the version of the app is 32.0. simplifying tasks.,4,0,32.0,"it took 0 days 01:33:00 for the developer to reply to a user's review. thank you for the feedback. hopefully, the bankapp app will simplify your transactions. thanks~una",0 days 01:33:00,3.9843345
5754,the number of likes for this review is 0. the version of the app is 32.0. bagus applasi,4,0,32.0,"it took 0 days 03:17:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~ mia",0 days 03:17:00,3.9853144
5755,the number of likes for this review is 0. the version of the app is 32.0. great. i hope this app includes a feature to save ids and passwords for convenience.,4,0,32.0,"it took 0 days 00:07:00 for the developer to reply to a user's review. thanks for the feedback! we hope the bankapp app simplifies your transactions. thanks, una.",0 days 00:07:00,3.9757812
5756,the number of likes for this review is 0. the version of the app is 33.0. bank keren now😊👍🙏💪🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,4,0,33.0,"it took 0 days 02:16:00 for the developer to reply to a user's review. hello sobat bank, thanks for the feedback. keep enhancing your banking transactions with the bankapp app. regards, rida",0 days 02:16:00,3.9691982
5757,"the number of likes for this review is 0. the version of the app is 33.0. this is why bankapp has such a large monthly deduction of k i checked my account mutation through the bankapp application, which is a monthly admin deduction of k and then deducted a monthly atm fee of k, really disappointed me.""",0,0,33.0,"it took 1 days 15:50:00 for the developer to reply to a user's review. bank friends, we suggest verifying the transaction details at your closest bank branch. please bankng your passbook, atm card, and e-ktp. if everything is smooth, we would appreciate a -star rating. thank you~asri",1 days 15:50:00,0.84490144
5758,"the number of likes for this review is 0. the version of the app is 33.0. bankapp, tautan lupa password nya di sebelah mana nyangkutnya.? di versi bankapp ini tdk ada tautan lupa password!!!!",0,0,33.0,"it took 0 days 02:28:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. to get further assistance, please send a detailed message via bank's official whatsapp at or email bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~erza",0 days 02:28:00,0.13137437
5759,the number of likes for this review is 0. the version of the app is nan. thank god,4,0,,"it took 0 days 00:28:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other useful features for seamless transactions. thanks, mawar.",0 days 00:28:00,3.9923143
5760,"the number of likes for this review is 1. the version of the app is 33.0. hi! i am astry astarina. s. i faced issues during the registration process for creating a bankapp account, specifically at the video recording stage where it repeatedly failed, stating that the face was not verified. despite following the instructions, having a stable network, avoiding backlight, recording in appropriate lighting, and not wearing any obstructive items like masks, glasses, or hats, it still did not work. could you please provide a solution to this problem so that creating an account becomes hassle-free?",1,1,33.0,"it took 0 days 02:36:00 for the developer to reply to a user's review. hello bank friend, ensure that the video quality is balanced—not overly bankght, not backlit, and not too dim. in case you encounter any issues, kindly provide specifics via whatsapp at or email at bankapp.co.id. if everything is satisfactory, we hope to receive a -star rating from you. thanks, shima.",0 days 02:36:00,0.05945264
5761,the number of likes for this review is 0. the version of the app is 32.0. it appears your sentence is incomplete. please provide the complete sentence for accurate understanding and rephrasing.,4,0,32.0,"it took 8 days 06:19:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore its other helpful features to simplify your transactions. thanks, banu.",8 days 06:19:00,3.98621
5762,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,it took 12 days 21:52:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore other exciting features that simplify your transactions. thanks~lily,12 days 21:52:00,3.9869554
5763,the number of likes for this review is 0. the version of the app is 33.0. highly practical and simple to operate.,4,0,33.0,it took 13 days 06::00 for the developer to reply to a user's review. thanks for using the bankapp app; remember to check out other cool features that simplify transactions for bank friends. thanks~baron,13 days 06::00,3.9986212
5764,the number of likes for this review is 0. the version of the app is 33.0. very helpful,3,0,33.0,"it took 0 days 00:36:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, tika.",0 days 00:36:00,3.991194
5765,"the number of likes for this review is 2. the version of the app is 32.0. if you want a -star rating, fix the apk first. it is frustrating because it crashes exactly when it is most needed. despite multiple attempts, errors persisted; the wi-fi and data connections were stable, but it still lost connection suddenly. it works fine on other phones, but on this one, it keeps crashing even though the wi-fi is the same. i do not understand what bankapp wants.",0,2,32.0,"it took 0 days 11:53:00 for the developer to reply to a user's review. hello friend bank, kindly upgrade the bankapp app to the latest version . should you encounter any issues, provide the details via email at bankapp.co.id. if all is well, we would appreciate a -star rating from you. thanks ~mawar",0 days 11:53:00,0.29028484
5766,the number of likes for this review is 0. the version of the app is 32.0. simple and quick.,4,0,32.0,"it took 0 days 05:28:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia.",0 days 05:28:00,3.9852793
5767,the number of likes for this review is 0. the version of the app is 33.0. it is so good❤❤❤❤,4,0,33.0,"it took 0 days 13:54:00 for the developer to reply to a user's review. dear friend bank, thank you for your feedback. i hope the bankapp app simplifies your transactions. thanks, arthur.",0 days 13:54:00,3.9858277
5768,the number of likes for this review is 0. the version of the app is 31.0. any transaction is more quickly resolved thank you for helping me,4,0,31.0,"it took 0 days 00:50:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. let us make your daily transactions more convenient and effortless. thanks~mia",0 days 00:50:00,3.9045887
5769,the number of likes for this review is 0. the version of the app is nan. mantap,4,0,,"it took 0 days 14:15:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. if everything is fine, we hope you will give us stars. thanks~najwa",0 days 14:15:00,2.5742688
5770,the number of likes for this review is 0. the version of the app is 33.0. baguse,3,0,33.0,"it took 0 days 13:20:00 for the developer to reply to a user's review. we appreciate the feedback. we hope the bankapp app simplifies your transactions. thanks, ulfa.",0 days 13:20:00,3.9489663
5771,the number of likes for this review is 0. the version of the app is 33.0. satisfied,4,0,33.0,"it took 0 days 01:21:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks ~ debi",0 days 01:21:00,3.980565
5772,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,"it took 0 days 01:13:00 for the developer to reply to a user's review. hello friend bank, we appreciate your use of the bankapp app; it will simplify and streamline your daily transactions. thanks, mia",0 days 01:13:00,3.9271705
5773,the number of likes for this review is 0. the version of the app is 25.0. no issues were encountered with the use of the bankapp application this time. it is working perfectly. let us hope it remains this way.,4,0,25.0,it took 0 days 01:26:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify your transactions. thanks! ~mawar,0 days 01:26:00,4.002053
5774,the number of likes for this review is 0. the version of the app is nan. simply visit the bank and request the teller to rectify the issue with your app.,4,0,,"it took 0 days 00:43:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, oscar.",0 days 00:43:00,3.967346
5775,the number of likes for this review is 0. the version of the app is 33.0. pleasant,4,0,33.0,"it took 0 days 00:58:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, tika.",0 days 00:58:00,3.9790566
5776,"the number of likes for this review is 0. the version of the app is 31.0. steady, indeed serving wholeheartedly 👍👍👍👍",4,0,31.0,"it took 1 days 18:32:00 for the developer to reply to a user's review. thank you for utilizing the bankapp app. remember to explore other exciting features that simplify transactions for bank partners. thanks, dio.",1 days 18:32:00,3.9566855
5777,the number of likes for this review is 0. the version of the app is 33.0. mantep bankapp sangat membantu,4,0,33.0,"it took 9 days 07:31:00 for the developer to reply to a user's review. hello bank friend, we appreciate the feedback. we hope the bankapp app simplifies your transactions. thanks, satria.",9 days 07:31:00,3.9954927
5778,"the number of likes for this review is 0. the version of the app is nan. i've uploaded photos of my id card several times—why is not it working? the network is fine, and there is no issue on that front. i’ve reinstalled the app four times, but it still doesn’t work.",0,0,,"it took 0 days 01:22:00 for the developer to reply to a user's review. hello friend bank, we apologize for any issues you have encountered. for verification, please send a screenshot through bank's official whatsapp at or email at bankapp.co.id. if you are not facing any issues, we would appreciate a -star rating from your bank friend. thank you~satria",0 days 01:22:00,0.11483558
5779,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 15 days 08:42:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. please keep expanding your banking transactions with the bankapp app. thanks~rida",15 days 08:42:00,3.9884286
5780,the number of likes for this review is 0. the version of the app is 33.0. enhance the amenities once more.,4,0,33.0,it took 0 days 18:42:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to check out more exciting features that simplify transactions for bank friends. thanks~winky,0 days 18:42:00,4.005192
5781,the number of likes for this review is 0. the version of the app is 33.0. mantul❤,4,0,33.0,"it took 0 days 03:34:00 for the developer to reply to a user's review. hello bank friend, i appreciate your review. this feedback will help us improve the bankapp app to enhance customer ease and satisfaction. thanks, erza",0 days 03:34:00,3.9032717
5782,the number of likes for this review is 0. the version of the app is 29.0. saya tidak bisa menggunakan lantaran limited harian udh limited padahal tidak pernah transaksi,3,0,29.0,"it took 16 days 20:51:00 for the developer to reply to a user's review. hello bank friend, sorry for the issues you have encountered. for further assistance, please send us the details of the problem through whatsapp at or email us at bankapp.co.id. if you can use bankapp without any problems, we would appreciate a -star rating from sobat bank. thanks, dendi",16 days 20:51:00,1.2106217
5783,the number of likes for this review is 0. the version of the app is 33.0. mantap,3,0,33.0,"it took 23 days 16:08:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other useful features that simplify your transactions. thanks, arum.",23 days 16:08:00,3.9225314
5784,the number of likes for this review is 0. the version of the app is 33.0. extremely useful application,4,0,33.0,"it took 0 days 00:04:00 for the developer to reply to a user's review. i appreciate the review. i hope the bankapp app simplifies your transactions. thanks, asri.",0 days 00:04:00,3.992793
5785,the number of likes for this review is 0. the version of the app is 33.0. perfect,4,0,33.0,"it took 12 days 22:32:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and remember to try out other convenient features that simplify your transactions. thanks, lily.",12 days 22:32:00,3.9961224
5786,the number of likes for this review is 0. the version of the app is 33.0. mudah dan simple apalagi biaya transfernya dtiadakan,0,0,33.0,"it took 0 days 01:13:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope that the bankapp application simplifies your transactions. if everything is running smoothly, we would be grateful for a -star rating from you. thanks~satria",0 days 01:13:00,2.764759
5787,the number of likes for this review is 0. the version of the app is 33.0. very good for transactions,4,0,33.0,"it took 0 days 00:35:00 for the developer to reply to a user's review. hello bank buddy, we appreciate your review. we hope the bankapp app simplifies transactions for bank friends. thanks~sammy",0 days 00:35:00,3.9964817
5788,the number of likes for this review is 0. the version of the app is 33.0. could you assist with the video recording?,0,0,33.0,"it took 1 days 14:57:00 for the developer to reply to a user's review. hello bank friend, kindly provide all necessary details through whatsapp at or email bankapp.co.id for verification and further action. if everything is satisfactory, we hope your friend can rate us stars. thanks~una",1 days 14:57:00,0.11003599
5789,the number of likes for this review is 0. the version of the app is 33.0. simple to grasp and extremely useful.,4,0,33.0,"it took 15 days 21:53:00 for the developer to reply to a user's review. hello, bank friends, we appreciate your feedback and encourage you to keep growing your banking transactions with the bankapp app. thanks, shima.",15 days 21:53:00,3.9984233
5790,the number of likes for this review is 0. the version of the app is 32.0. nice,4,0,32.0,it took 0 days 00:20:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks! ~una,0 days 00:20:00,3.9642873
5791,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,"it took 0 days 15:40:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other useful features to simplify your transactions. thanks, mawar.",0 days 15:40:00,3.9935794
5792,the number of likes for this review is 0. the version of the app is 32.0. that is satisfactory.,4,0,32.0,"it took 0 days 17:07:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app. remember to explore additional features for easier transactions. thanks, arum.",0 days 17:07:00,3.992615
5793,"the number of likes for this review is 0. the version of the app is 33.0. i visited the closest bank bank, but i still could not withdraw cash without a card.",3,0,33.0,"it took 14 days 08:00:00 for the developer to reply to a user's review. hello bank friend, we apologize for any issues you encountered. to assist further, please share the problem details with us via whatsapp at or email at bankapp.co.id. if bankapp works well for you, we would appreciate a -star rating from sobat bank. thanks~dendi",14 days 08:00:00,1.548558
5794,the number of likes for this review is 0. the version of the app is 32.0. very helpful,4,0,32.0,"it took 13 days 21:51:00 for the developer to reply to a user's review. hello sobat bank, we appreciate your feedback. please keep boosting your banking activities with the bankapp app. thanks~rida",13 days 21:51:00,4.0043955
5795,the number of likes for this review is 0. the version of the app is 29.0. simplified,4,0,29.0,"it took 0 days 01:10:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, mia.",0 days 01:10:00,3.9987597
5796,the number of likes for this review is 0. the version of the app is 33.0. sangat membantu dalam keadaan darurat,4,0,33.0,"it took 0 days 15:11:00 for the developer to reply to a user's review. dear bank friend, thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks, arthur.",0 days 15:11:00,3.98246
5797,"the number of likes for this review is 0. the version of the app is 33.0. i updated it, but i'm unable to open it afterward.",2,0,33.0,"it took 0 days 18:22:00 for the developer to reply to a user's review. hello bank friend, we apologize for any difficulties you encountered during the transaction. to address this matter, kindly provide detailed information through whatsapp at or via email at bankapp.co.id. if everything is resolved, we would appreciate a -star rating from you. thanks~diva",0 days 18:22:00,0.074326664
5798,the number of likes for this review is 0. the version of the app is 32.0. excellent.,4,0,32.0,"it took 1 days 00:54:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, chess",1 days 00:54:00,3.996907
5799,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,"it took 0 days 06:16:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; be sure to explore other exciting features for smooth transactions. thank you, galih.",0 days 06:16:00,3.9640164
5800,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 19:09:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app and encourage you to explore its other convenient transaction features. thanks, mawar.",0 days 19:09:00,3.9965215
5801,the number of likes for this review is 0. the version of the app is 33.0. alhamdulillah sudah bisa upgrade 🤩,4,0,33.0,"it took nan for the developer to reply to a user's review. hello friend bank, the lowest required operating system to use bankapp is android . if issues persist, kindly email the specifics of the bankapp application problems to bankapp.co.id. thank you~bevi",,3.9774392
5802,the number of likes for this review is 0. the version of the app is 33.0. top markotop,4,0,33.0,"it took 2 days 19:17:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. cheers, tika",2 days 19:17:00,3.9920084
5803,the number of likes for this review is 0. the version of the app is 32.0. i enjoy bankapp.,4,0,32.0,"it took 12 days 22:06:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to try out other exciting features to simplify your transactions. regards, lily",12 days 22:06:00,3.9890883
