Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply,roberta_review_pred
5436,the number of likes for this review is 0. the version of the app is 33.0. keren,4,0,33.0,it took 5 days 13:26:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks ~ chess,5 days 13:26:00,3.9440238
5437,"the number of likes for this review is 0. the version of the app is nan. i'm tired of talking when the video verification for the list is up to x repeated ""then it cannot be even though it is in accordance with the provisions, please dong min.",1,0,,"it took 0 days 02:54:00 for the developer to reply to a user's review. bank friends, ensure that the lighting for pictures is neither too bankght nor too dim, the image is clear (not blurry), and the network is stable. if any issues arise, kindly email the details to bankapp.co.id. if everything is fine, we hope to receive stars from our bank friends. thank you ~ mawar",0 days 02:54:00,0.39283752
5438,the number of likes for this review is 0. the version of the app is 32.0. more comfortable,4,0,32.0,"it took 0 days 04:01:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and we encourage you to explore other exciting features that simplify your transactions. thanks~mawar",0 days 04:01:00,3.9005613
5439,"the number of likes for this review is 0. the version of the app is nan. praise be to god, it has been simplified.",4,0,,"it took 0 days 01:22:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore additional features that simplify your transactions. thanks, banu.",0 days 01:22:00,3.7649732
5440,the number of likes for this review is 0. the version of the app is 32.0. mantull,4,0,32.0,"it took 0 days 00:18:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to try out its other exciting features for easier transactions. thanks~sora",0 days 00:18:00,3.8860545
5441,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 9 days 21:53:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, una.",9 days 21:53:00,3.7923076
5442,the number of likes for this review is 0. the version of the app is nan. apli kasi gagal produk sekali bisa di gunakan da itu gk bisa lg,0,0,,"it took 0 days 00:12:00 for the developer to reply to a user's review. hello bank friend, we are sorry for the issues you have encountered. to proceed, kindly email the problem details to bankapp.co.id. if you have had no issues, we would appreciate a -star rating from you. thanks, riyo.",0 days 00:12:00,0.28467295
5443,"the number of likes for this review is 0. the version of the app is 33.0. why has not the atm card been provided even though he said it was empty? we were told to switch to the application, but the app cannot take a photo of the id card. it is really frustrating to be a bank customer. others should reconsider joining bank and maybe choose another bank. this is causing us a lot of trouble.",0,0,33.0,"it took 0 days 07:35:00 for the developer to reply to a user's review. hello friend bank, for hassle-free transactions, you can use the bankapp app. if you encounter any issues, please send the details via whatsapp at or email bankapp.co.id. if everything is working fine, we would appreciate a -star rating from you. thanks ~ shima",0 days 07:35:00,0.12133349
5444,the number of likes for this review is 0. the version of the app is 33.0. very good,4,0,33.0,"it took 0 days 14:49:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify your transactions. thanks, mawar.",0 days 14:49:00,3.9661558
5445,the number of likes for this review is 0. the version of the app is 33.0. steady the application is getting easier all things payment,4,0,33.0,it took 0 days 02:09:00 for the developer to reply to a user's review. thank you for choosing the bankapp app. remember to try out other exciting features that simplify transactions for bank friends. thanks ~ rida,0 days 02:09:00,3.724934
5446,"the number of likes for this review is 0. the version of the app is 33.0. hi, i want to withdraw cash, but the application is not working. why cannot i use it without a card? this is frustrating 😡. please fix it because using bank like this is very annoying!",0,0,33.0,"it took 0 days 01:46:00 for the developer to reply to a user's review. dear friend bank, we apologize for any inconvenience. please send the problem details via email at bankapp.co.id or through dm on instagram , twitter , , for verification. if everything is satisfactory, we would appreciate a -star rating from bank friends. thank you! ~belin",0 days 01:46:00,0.35922876
5447,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 16 days 02:34:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp application simplifies your transactions. thanks, uswah.",16 days 02:34:00,3.7495792
5448,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,"it took 0 days 01:47:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. thanks, una",0 days 01:47:00,4.000741
5449,the number of likes for this review is 0. the version of the app is 32.0. hopefully the money will not be taken away,3,0,32.0,"it took 0 days 06:06:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. if you have no issues, we had love to receive a -star rating from you. thanks~una",0 days 06:06:00,3.692995
5450,"the number of likes for this review is 0. the version of the app is 33.0. when you forget the password, it becomes challenging to complete the password reset procedure.",0,0,33.0,"it took 0 days 10:39:00 for the developer to reply to a user's review. hello bank friend, kindly provide full details via whatsapp at or email bankapp.co.id for verification and further action. if everything is in order, we hope your friend will give a -star rating. thanks~diva",0 days 10:39:00,0.48308328
5451,the number of likes for this review is 0. the version of the app is 32.0. extremely useful.,4,0,32.0,"it took 0 days 00:32:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions. thanks, lily.",0 days 00:32:00,3.9377425
5452,the number of likes for this review is 0. the version of the app is 32.0. good safe,4,0,32.0,"it took 0 days 00:48:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, chess.",0 days 00:48:00,3.840218
5453,"the number of likes for this review is 0. the version of the app is 33.0. that is why, when i attempt to make a money transfer, i see a message indicating that there is no account available to serve as the source of funds, correct? could you explain why this happens?",3,0,33.0,"it took 24 days 00:12:00 for the developer to reply to a user's review. hello bank friend, if you possess multiple accounts, the newly created one will be automatically enrolled in the internet banking service. to enable internet banking / bankapp for transactions, we suggest you register financially at the nearest bank branch with your e-ktp and atm card. thanks, arum.",24 days 00:12:00,1.3767452
5454,the number of likes for this review is 0. the version of the app is 33.0. keep my boss calm.,4,0,33.0,"it took 0 days 04:11:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other exciting features to simplify your transactions. thanks, bevi.",0 days 04:11:00,3.927579
5455,"the number of likes for this review is 0. the version of the app is 33.0. i did not expect, the progress of bank is very extraordinary, 🙏🙏🙏",4,0,33.0,it took 0 days 17:10:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~una,0 days 17:10:00,3.7510343
5456,"the number of likes for this review is 0. the version of the app is 33.0. thank you, i am extremely pleased and greatly appreciative.",4,0,33.0,"it took 1 days 19:54:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and please remember to check out other exciting features that simplify transactions for bank friends. thanks, najwa.",1 days 19:54:00,3.7873785
5457,the number of likes for this review is 0. the version of the app is 33.0. very satisfied,4,0,33.0,"it took 0 days 22:22:00 for the developer to reply to a user's review. hello friend bank, thanks for your feedback. keep using the bankapp app and take pleasure in the ease of transactions. thanks~diva",0 days 22:22:00,4.0068274
5458,the number of likes for this review is 0. the version of the app is 33.0. mantap,4,0,33.0,it took 0 days 18:52:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks~winky,0 days 18:52:00,3.9538174
5459,the number of likes for this review is 0. the version of the app is 33.0. quick and easy access,4,0,33.0,"it took 10 days 00:44:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~satria",10 days 00:44:00,3.732094
5460,the number of likes for this review is 0. the version of the app is nan. mantap anj***,4,0,,"it took 0 days 03:43:00 for the developer to reply to a user's review. hello friend bank, we appreciate your feedback. continue enhancing your banking activities with bankapp. thanks~diva",0 days 03:43:00,3.795783
5461,the number of likes for this review is 0. the version of the app is 29.0. mantap,4,0,29.0,"it took 0 days 00:35:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks, najwa",0 days 00:35:00,3.9881237
5462,the number of likes for this review is 0. the version of the app is nan. mantull,4,0,,"it took 0 days 00:17:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore its other convenient transaction features. thanks, banu.",0 days 00:17:00,3.9883552
5463,"the number of likes for this review is 0. the version of the app is 33.0. praise be to god, it was extremely beneficial.",4,0,33.0,"it took 0 days 00:29:00 for the developer to reply to a user's review. hello bank friend, thank you for using the bankapp app. remember to explore other cool features to simplify your transactions. thanks ~ rida",0 days 00:29:00,3.9336758
5464,the number of likes for this review is 0. the version of the app is 33.0. streamline and protect.,4,0,33.0,"it took 0 days 06:56:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and remember to explore its other exciting features to simplify your transactions. thanks, mawar.",0 days 06:56:00,3.9576755
5465,the number of likes for this review is 0. the version of the app is 32.0. mohon untuk diperjelas riwayat transaksi keluar masuk uangnya 🙏,2,0,32.0,"it took 0 days 16:39:00 for the developer to reply to a user's review. hello bank friend, should you encounter any issues, kindly provide the details of the problem through bank's official whatsapp at or via email at bankapp.co.id. if bankapp works well for you, we would appreciate a -star rating from your friend. thanks~johan",0 days 16:39:00,2.0309625
5466,the number of likes for this review is 0. the version of the app is 23.0. pleasant,4,0,23.0,"it took 0 days 11:27:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to explore other exciting features for convenient transactions. thanks, shima.",0 days 11:27:00,3.9320722
5467,"the number of likes for this review is 0. the version of the app is 33.0. everything turned out fine, let us hope it stays this way.",4,0,33.0,"it took 0 days 00:40:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and we encourage you to explore other exciting features that simplify transactions. thanks~una",0 days 00:40:00,3.8819056
5468,the number of likes for this review is 0. the version of the app is nan. sangat bagus,4,0,,it took 0 days 00:51:00 for the developer to reply to a user's review. thank you for using the bankapp app. be sure to check out its other helpful features that simplify transactions for bank friends. thanks~winky,0 days 00:51:00,3.9073496
5469,the number of likes for this review is 0. the version of the app is 32.0. extremely useful and beneficial.,4,0,32.0,it took 14 days 01:52:00 for the developer to reply to a user's review. thank you for using the bankapp app and remember to explore other exciting features that simplify transactions. thanks~una,14 days 01:52:00,3.8455288
5470,the number of likes for this review is 0. the version of the app is 33.0. cool and fast,4,0,33.0,it took 0 days 00:42:00 for the developer to reply to a user's review. thank you for using the bankapp app. remember to try out the other amazing features that simplify transactions for bank pals. thanks! ~ una,0 days 00:42:00,3.9065647
5471,the number of likes for this review is 0. the version of the app is 33.0. 👍👍,4,0,33.0,"it took 0 days 00::00 for the developer to reply to a user's review. we appreciate your feedback; keep enhancing your banking experience with the bankapp app. thanks, ulfa.",0 days 00::00,3.9463267
5472,"the number of likes for this review is 0. the version of the app is 33.0. the application security is inadequate. when i created an online account, someone attempted to hack it. i was advised to contact customer support rather than receiving vague instructions. additionally, my credit balance was depleted. bank services need to improve as this situation can endanger customers.",0,0,33.0,"it took 0 days 04:06:00 for the developer to reply to a user's review. hello bank friend, we are sorry for any issues you have encountered. for further assistance, please send a detailed message through bank's official whatsapp at or email bankapp.co.id. if everything is working well for you, we would appreciate a -star rating from you. thanks~erza",0 days 04:06:00,0.1611085
5473,the number of likes for this review is 0. the version of the app is 33.0. 👎🏼,0,0,33.0,"it took 0 days 12:50:00 for the developer to reply to a user's review. dear bank friend, if you encounter any issues, kindly email the problem details to bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~mawar",0 days 12:50:00,3.7292266
5474,the number of likes for this review is 0. the version of the app is 21.0. nice,4,0,21.0,"it took nan for the developer to reply to a user's review. hello, we are delighted to hear that you are pleased with the new mobile app and value your feedback. thank you! ~ulfa",,3.8853838
5475,"the number of likes for this review is 0. the version of the app is nan. the digital wallet keeps failing to top up, and the purpose of this apk is unclear.",0,0,,"it took 0 days 00:15:00 for the developer to reply to a user's review. dear bank friend, we apologize for any inconvenience caused. the bankapp application is currently functioning normally. ensure that your internet connection is stable. if issues persist, kindly email bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks, lena",0 days 00:15:00,0.14324096
5476,"the number of likes for this review is 0. the version of the app is 33.0. bankapp is enough to help me transact, features are easy to understand good display . tq",4,0,33.0,"it took 1 days 22:21:00 for the developer to reply to a user's review. we appreciate you for utilizing the bankapp app; be sure to explore other exciting features that simplify transactions for bank friends. thanks, najwa.",1 days 22:21:00,3.8848896
5477,"the number of likes for this review is 0. the version of the app is 33.0. hi, why is my balance suddenly zero? yesterday there was still k, but when i checked it today, it was gone, and the network was working fine.",2,0,33.0,"it took 0 days 09:28:00 for the developer to reply to a user's review. hello friend bank, kindly review your account statement. if your balance has dropped and you do not recall making any transactions, you should disable your atm card and delete the bankapp account. additionally, report the issue through contact bank at / or go to the closest bank bank branch with your e-ktp, atm card, and passbook. thanks, dio.",0 days 09:28:00,0.63990945
5478,"the number of likes for this review is 0. the version of the app is 33.0. persistent frustration and irritation arise because the video recording keeps failing in numerous ways, aggravating rather than making the process easier.",0,0,33.0,"it took 1 days 20:26:00 for the developer to reply to a user's review. hello bank friend, kindly provide all required information through whatsapp at or by emailing bankapp.co.id for verification and action. if everything is in order, we hope you will rate us stars. thanks, una",1 days 20:26:00,0.0036036433
5479,the number of likes for this review is 0. the version of the app is 32.0. jos,4,0,32.0,"it took 0 days 02:02:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using bankapp; let us simplify and streamline your daily transactions. thanks~lena",0 days 02:02:00,3.9622815
5480,"the number of likes for this review is 0. the version of the app is 33.0. frequent errors, like failing to load the balance. if it is fixed stars",0,0,33.0,"it took 0 days 10:15:00 for the developer to reply to a user's review. hello friend bank, sorry for any troubles you have faced. if you encounter any issues, kindly share the details through bank's official whatsapp at or email at bankapp.co.id. should you be able to use bankapp without any problems, we would appreciate a -star rating from you. thanks~lily",0 days 10:15:00,0.47323275
5481,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 01:05:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks, dio.",0 days 01:05:00,3.7363317
5482,the number of likes for this review is 0. the version of the app is 32.0. mantap,3,0,32.0,"it took 2 days 19:35:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. if you can use bankapp without issues, we are looking forward to receiving a -star rating from you. thanks~heru",2 days 19:35:00,3.9568372
5483,"the number of likes for this review is 0. the version of the app is 33.0. the app is extremely useful and user-friendly. thank you, bankapp.",4,0,33.0,"it took 0 days 00:47:00 for the developer to reply to a user's review. hello bank friend, i appreciate your review. i hope the bankapp app simplifies transactions. thanks, sammy.",0 days 00:47:00,3.9333596
5484,the number of likes for this review is 0. the version of the app is 33.0. fantastic application.,4,0,33.0,"it took 0 days 00:11:00 for the developer to reply to a user's review. hello friend bank, i appreciate the review. i hope the bankapp app will simplify transactions. thanks~sammy",0 days 00:11:00,3.9441874
5485,the number of likes for this review is 0. the version of the app is nan. outstanding,4,0,,"it took 0 days 16:10:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other convenient features for smoother transactions. thanks, mawar.",0 days 16:10:00,3.9333968
5486,"the number of likes for this review is 0. the version of the app is 33.0. numerous issues need resolving, with errors occurring too often.",0,0,33.0,"it took 0 days 17:34:00 for the developer to reply to a user's review. hello, friend bank. we’re sorry for any trouble you’ve encountered. if you run into any issues, please provide the details through bank's official whatsapp at or email at bankapp.co.id. if bankapp works well for you, we’d appreciate a -star rating. thanks~ lily",0 days 17:34:00,0.23026587
5487,"the number of likes for this review is 0. the version of the app is 33.0. it is truly challenging to access the cash withdrawal feature. although other mobile apps support smartphones, this particular issue still exists. it is very inconvenient.",0,0,33.0,"it took 0 days 00:09:00 for the developer to reply to a user's review. hello friend bank, sorry for the inconvenience you faced. at the moment, the bankapp app is working properly. should you encounter any issues, please provide the details via email at bankapp.co.id or through the official bank whatsapp number . if everything is functioning well for you, a -star rating from your bank friend would be appreciated. thank you~najwa",0 days 00:09:00,0.1503369
5488,the number of likes for this review is 0. the version of the app is 32.0. not good the cash deposit menu does not appear appear,4,0,32.0,"it took 8 days 09:01:00 for the developer to reply to a user's review. hello bank friend, we appreciate your review. we hope the bankapp app simplifies your transactions. thanks~satria",8 days 09:01:00,0.15049616
5489,"the number of likes for this review is 0. the version of the app is 32.0. effortless, quick, straightforward.",4,0,32.0,it took 12 days 19:43:00 for the developer to reply to a user's review. we appreciate your feedback. we hope the bankapp app simplifies your transactions. thanks~uswah,12 days 19:43:00,3.8406267
5490,the number of likes for this review is 0. the version of the app is nan. why is there a jt limit for transferring to another account? is that the minimum amount required?,2,0,,"it took 0 days 02:52:00 for the developer to reply to a user's review. hello bank customer, sorry for the inconvenience. if you switch devices or reinstall the app, bankapp safety mode will activate or the transaction limit will decrease. safety mode will automatically deactivate and the limit will return to normal within hours. if you have not experienced any issues, we had appreciate a -star rating from you. thanks, sora.",0 days 02:52:00,2.6185923
5491,"the number of likes for this review is 0. the version of the app is 32.0. the app is useful; however, it lacks the ability to print transaction details. please add the functionality to print transactions and include an option to view remaining loans.",4,0,32.0,"it took nan for the developer to reply to a user's review. hello bank friend, should you encounter any issues, please provide the details via whatsapp at or email at bankapp.co.id for further assistance. if everything is fine, we would appreciate a -star rating from your bank friend. thanks~ulin",,3.1556995
5492,the number of likes for this review is 0. the version of the app is 33.0. extremely useful for managing financial dealings.,4,0,33.0,it took 0 days 06:49:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other useful features that simplify transactions for bank friends. thanks! ~ rida,0 days 06:49:00,3.7925797
5493,"the number of likes for this review is 0. the version of the app is 34.0. bankapp is malfunctioning. i'm unsure of when to transfer money because of the daily limit, according to mala. if this app is unusable, why was it released? it’s a waste of space on the phone.",0,0,34.0,"it took 0 days 12:48:00 for the developer to reply to a user's review. hello friend bank, we apologize for any issues you have encountered. the bankapp app is now functioning properly. if you still face any difficulties, please provide details about the issues via bank's official whatsapp at or email bankapp.co.id. if everything is fine, we would appreciate a -star rating from you. thanks~banu",0 days 12:48:00,0.32627597
5494,"the number of likes for this review is 0. the version of the app is 33.0. it simplifies transactions, so you can complete them at home with a click and seldom face interruptions.awesome",3,0,33.0,"it took 1 days 04:12:00 for the developer to reply to a user's review. bank friend, if you have no issues with the bankapp app, we had appreciate a -star rating from you. thanks~galih",1 days 04:12:00,4.0302744
5495,the number of likes for this review is 0. the version of the app is 32.0. prompt replies ensured security.,4,0,32.0,"it took 0 days 20:48:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks, winky!",0 days 20:48:00,3.9982677
5496,the number of likes for this review is 0. the version of the app is 33.0. that was pleasant.,3,0,33.0,"it took 0 days 08:29:00 for the developer to reply to a user's review. dear bank friend, if the bankapp application works well for you, we would appreciate a -star rating. thanks, galih.",0 days 08:29:00,3.8125155
5497,the number of likes for this review is 0. the version of the app is 29.0. easier and more convenient,4,0,29.0,"it took 0 days 00:21:00 for the developer to reply to a user's review. i appreciate the feedback. i hope the bankapp app simplifies your transactions. thanks, tika.",0 days 00:21:00,3.981155
5498,the number of likes for this review is 0. the version of the app is 33.0. nice,3,0,33.0,"it took 0 days 19:24:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, ulfa.",0 days 19:24:00,3.8371634
5499,"the number of likes for this review is 0. the version of the app is 33.0. quick, simple, and enjoyable to operate.",3,0,33.0,"it took 0 days 15:35:00 for the developer to reply to a user's review. hello bank buddy, we appreciate your review. we hope the bankapp app simplifies your transactions. should you encounter no issues with the bankapp app, we kindly request a -star rating from you. thanks~lily",0 days 15:35:00,3.8681777
5500,the number of likes for this review is 0. the version of the app is 33.0. applying for bankapp is extremely challenging. the process is quite disheartening.,0,0,33.0,"it took 0 days 00:15:00 for the developer to reply to a user's review. hello friend bank, sorry for the difficulties encountered. to investigate, kindly email the received response in an image format to bankapp.co.id. if there are no issues, we would appreciate a -star rating from you. thanks, ulfa",0 days 00:15:00,0.0086651025
5501,the number of likes for this review is 0. the version of the app is 33.0. helps make the payment process easier and more practical,4,0,33.0,"it took 0 days 02:03:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to explore other fascinating features that simplify transactions. thanks~rida",0 days 02:03:00,3.9121437
5502,the number of likes for this review is 0. the version of the app is 3.0. extremely useful.,4,0,3.0,"it took 0 days 00:29:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. we hope that the bankapp app simplifies your transactions. thanks, mia.",0 days 00:29:00,3.7769341
5503,the number of likes for this review is 0. the version of the app is nan. mantul,4,0,,"it took 0 days 01:26:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, tika.",0 days 01:26:00,3.944097
5504,"the number of likes for this review is 0. the version of the app is nan. very useful, despite the application having some errors.",4,0,,"it took 0 days 02:20:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. simplify and streamline your daily transactions with us. thanks~mia",0 days 02:20:00,3.1632044
5505,the number of likes for this review is 2. the version of the app is 33.0. highly useful and straightforward. i hope the application's performance and features improve further. thanks.,4,2,33.0,"it took 10 days 02:14:00 for the developer to reply to a user's review. hello bank friend, appreciate the feedback. we hope the bankapp app simplifies your transactions. thanks, satria",10 days 02:14:00,3.7847538
5506,the number of likes for this review is 1. the version of the app is nan. satisfied,4,1,,"it took 0 days 11:43:00 for the developer to reply to a user's review. hello bank friend, we appreciate your feedback. if everything is working well for you, we had love a -star rating. thanks~najwa",0 days 11:43:00,3.9164853
5507,the number of likes for this review is 0. the version of the app is 33.0. nice,4,0,33.0,it took 0 days 20:49:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks ~ chess,0 days 20:49:00,3.8819373
5508,the number of likes for this review is 0. the version of the app is 31.0. pleasant,4,0,31.0,it took 1 days 23::00 for the developer to reply to a user's review. we appreciate you using the bankapp app. do not miss out on other useful features that simplify transactions for bank friends. thanks~najwa,1 days 23::00,3.9032135
5509,the number of likes for this review is 0. the version of the app is 32.0. mantap,4,0,32.0,"it took 0 days 00:35:00 for the developer to reply to a user's review. thanks for the feedback. i hope the bankapp app simplifies your transactions. grateful, asri.",0 days 00:35:00,3.7923071
5510,"the number of likes for this review is 0. the version of the app is 33.0. good, and easy for us to check our atm balance, and help us for non-cash transactions, hopefully bankapp can be even better and useful for the community.",4,0,33.0,"it took 0 days 04:44:00 for the developer to reply to a user's review. we appreciate you using the bankapp app, and encourage you to try out other exciting features that simplify your transactions. thanks, mawar.",0 days 04:44:00,3.7297926
5511,the number of likes for this review is 0. the version of the app is 32.0. mantab,4,0,32.0,"it took 5 days 19:57:00 for the developer to reply to a user's review. we appreciate you using the bankapp app; remember to try out other exciting features for a smoother transaction experience. thanks, lily.",5 days 19:57:00,3.9077768
5512,"the number of likes for this review is 0. the version of the app is 33.0. upset about the unsuccessful transactions, what’s the reason for it?",0,0,33.0,"it took 0 days 01:27:00 for the developer to reply to a user's review. hello bank friend, if you encounter any issues, please report the failed response by sending an image through whatsapp at or via email at bankapp.co.id. the bankapp app has recently been enhanced for improved performance. we anticipate a -star review from bank companions. thanks, tika",0 days 01:27:00,0.09620422
5513,the number of likes for this review is 0. the version of the app is 32.0. extremely useful.,4,0,32.0,"it took 0 days 21::00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, asri",0 days 21::00,3.8329685
5514,the number of likes for this review is 0. the version of the app is 33.0. that is great,3,0,33.0,"it took 0 days 22:17:00 for the developer to reply to a user's review. thanks for the feedback. we hope the bankapp app simplifies your transactions. if you find bankapp easy to use, we look forward to a -star rating from you. thank you, lena.",0 days 22:17:00,3.7266748
5515,the number of likes for this review is 0. the version of the app is 32.0. gak ribet,4,0,32.0,"it took 0 days 00:24:00 for the developer to reply to a user's review. we appreciate you using the bankapp app. remember to explore other exciting features that simplify transactions for bank friends. thanks, una.",0 days 00:24:00,3.9224327
5516,the number of likes for this review is 0. the version of the app is 32.0. extremely beneficial.,4,0,32.0,"it took 13 days 04:06:00 for the developer to reply to a user's review. we appreciate you using the bankapp app and encourage you to explore other exciting features that simplify transactions for bank friends. thanks, lena",13 days 04:06:00,3.8472955
5517,the number of likes for this review is 0. the version of the app is 33.0. very helpful,4,0,33.0,"it took 0 days 11:28:00 for the developer to reply to a user's review. thanks for using the bankapp app, and remember to check out other cool features that help bank friends with transactions. thanks~winky",0 days 11:28:00,3.9639173
5518,the number of likes for this review is 0. the version of the app is 33.0. extremely pleased and supportive.,4,0,33.0,"it took 0 days 15:08:00 for the developer to reply to a user's review. we appreciate your use of the bankapp app, and remember to explore other useful features that simplify your transactions. thanks, mawar",0 days 15:08:00,3.8095531
5519,the number of likes for this review is 0. the version of the app is 32.0. thanks for making it easier.,4,0,32.0,"it took 1 days 06:11:00 for the developer to reply to a user's review. hello friend bank, we appreciate you using the bankapp app. remember to explore other exciting features that simplify your transactions. thanks~rida",1 days 06:11:00,4.039091
5520,the number of likes for this review is 0. the version of the app is 33.0. i appreciate that this bankapp app is extremely beneficial for the public.,4,0,33.0,"it took 0 days 02:51:00 for the developer to reply to a user's review. hello, friend bank! thanks for the feedback. this helps us improve the bankapp app for user satisfaction and ease. thanks, erza.",0 days 02:51:00,3.8091881
5521,the number of likes for this review is 0. the version of the app is 4.0. what is preventing you from logging in?,0,0,4.0,"it took 0 days 13:08:00 for the developer to reply to a user's review. dear bank customer, we would like to inform you that the bankapp application network is functioning normally. please try again periodically, ensuring your internet connection is stable and you are using the latest version of the bankapp app. if everything is working well, we would appreciate a -star rating from you. thank you~galih",0 days 13:08:00,1.504853
5522,"the number of likes for this review is 0. the version of the app is 33.0. my balance is no longer visible, and all i see is a dash. why is that?",2,0,33.0,"it took 1 days 11:56:00 for the developer to reply to a user's review. hello friend bank, we apologize for any issues you have encountered. the standard bankapp network is available for access and transactions, so ensure you are using the latest bankapp version. for further assistance, please provide the details of your issue via whatsapp at or email us at bankapp.co.id. if everything is functioning well for you, we would appreciate a -star rating from your bank friend. thanks~dio",1 days 11:56:00,0.6443558
5523,the number of likes for this review is 0. the version of the app is 33.0. bagus jobs,4,0,33.0,"it took 0 days 05:50:00 for the developer to reply to a user's review. hello, we are thrilled to hear that you are pleased with the new mobile app and value your feedback. thank you~ulfa",0 days 05:50:00,3.7276165
5524,"the number of likes for this review is 0. the version of the app is 28.0. enak enak aja pakai bankapp, ga ada masalah",4,0,28.0,"it took 5 days 12:56:00 for the developer to reply to a user's review. thank you for the feedback. we hope the bankapp app simplifies your transactions. thanks, chess",5 days 12:56:00,1.9061489
5525,"the number of likes for this review is 0. the version of the app is 32.0. mantul, aman, slebeuw",4,0,32.0,"it took 0 days 16:33:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, asri.",0 days 16:33:00,3.9501562
5526,"the number of likes for this review is 0. the version of the app is 33.0. the network failed many times, but it finally worked. thank you.",4,0,33.0,"it took 0 days 02:12:00 for the developer to reply to a user's review. hello friend bank, sorry for any trouble you faced. we hope the bankapp app simplifies your transactions. thanks, mia.",0 days 02:12:00,3.5965157
5527,the number of likes for this review is 1. the version of the app is nan. bagus,3,1,,"it took 0 days 04:34:00 for the developer to reply to a user's review. thank you for your review. we hope the bankapp app simplifies your transactions. if you find it easy to use, we had appreciate a -star rating. thanks, heru.",0 days 04:34:00,3.8730912
5528,the number of likes for this review is 0. the version of the app is 28.0. sangat membantu,4,0,28.0,"it took 16 days 02:34:00 for the developer to reply to a user's review. i appreciate your feedback. i hope the bankapp app simplifies your transactions. thanks, uswah.",16 days 02:34:00,3.746278
5529,the number of likes for this review is 0. the version of the app is 33.0. exceptionally excellent. everything is proceeding without any issues.,4,0,33.0,"it took 0 days 18:18:00 for the developer to reply to a user's review. thank you for the feedback. i hope the bankapp app simplifies your transactions. thanks, tika",0 days 18:18:00,4.03833
